from_id,to_id,travel_time
12,949.0,7
12,950.0,6
12,951.0,8
12,952.0,4
12,953.0,8
12,954.0,5
12,955.0,8
12,956.0,9
12,957.0,9
12,958.0,7
12,959.0,7
12,960.0,4
12,961.0,5
12,962.0,9
12,963.0,10
12,964.0,11
12,965.0,8
12,966.0,8
12,967.0,10
12,968.0,9
12,969.0,9
12,970.0,10
12,971.0,11
12,972.0,11
12,973.0,12
12,974.0,9
12,975.0,11
12,976.0,11
12,977.0,8
12,978.0,9
12,979.0,11
12,980.0,11
12,981.0,10
12,982.0,19
12,983.0,14
12,984.0,12
12,985.0,14
12,986.0,14
12,987.0,15
12,988.0,11
12,989.0,11
12,990.0,14
12,991.0,18
12,992.0,6
12,993.0,9
12,994.0,10
12,995.0,8
12,996.0,9
12,997.0,16
12,998.0,14
12,999.0,13
12,1000.0,28
12,1001.0,27
12,1002.0,29
12,1003.0,26
12,1004.0,26
12,1005.0,30
12,1006.0,27
12,1007.0,26
12,1008.0,26
12,1009.0,29
12,1010.0,32
12,1011.0,28
12,1012.0,30
12,1013.0,27
12,1014.0,25
12,1015.0,26
12,1016.0,27
12,1017.0,24
12,1018.0,27
12,1019.0,32
12,1020.0,22
12,1021.0,18
12,1022.0,15
12,1023.0,20
12,1024.0,19
12,1025.0,16
12,1026.0,23
12,1027.0,31
12,1028.0,11
12,1029.0,17
12,1030.0,12
12,1031.0,17
12,1032.0,14
12,1033.0,21
12,1034.0,28
12,1035.0,24
12,1036.0,20
12,1037.0,18
12,1038.0,13
12,1039.0,11
12,1040.0,17
12,1041.0,14
12,1042.0,15
12,1043.0,13
12,1044.0,15
12,1045.0,16
12,1046.0,14
12,1047.0,25
12,1048.0,28
12,1049.0,26
12,1050.0,25
12,1051.0,31
12,1052.0,27
12,1053.0,26
12,1054.0,24
12,1055.0,18
12,1056.0,18
12,1057.0,20
12,1058.0,21
12,1059.0,24
12,1060.0,22
12,1061.0,21
12,1062.0,17
12,1063.0,22
12,1064.0,21
12,1065.0,24
12,1066.0,17
12,1067.0,28
12,1068.0,18
12,1069.0,25
12,1070.0,37
12,1071.0,26
12,1072.0,20
12,1073.0,28
12,1074.0,19
79,949.0,27
79,950.0,30
79,951.0,30
79,952.0,28
79,953.0,31
79,954.0,31
79,955.0,27
79,956.0,25
79,957.0,26
79,958.0,27
79,959.0,26
79,960.0,27
79,961.0,30
79,962.0,29
79,963.0,27
79,964.0,26
79,965.0,27
79,966.0,26
79,967.0,25
79,968.0,24
79,969.0,23
79,970.0,23
79,971.0,24
79,972.0,32
79,973.0,33
79,974.0,32
79,975.0,27
79,976.0,26
79,977.0,27
79,978.0,28
79,979.0,27
79,980.0,28
79,981.0,21
79,982.0,22
79,983.0,23
79,984.0,23
79,985.0,22
79,986.0,22
79,987.0,23
79,988.0,22
79,989.0,23
79,990.0,21
79,991.0,22
79,992.0,30
79,993.0,31
79,994.0,31
79,995.0,29
79,996.0,28
79,997.0,30
79,998.0,23
79,999.0,26
79,1000.0,7
79,1001.0,4
79,1002.0,4
79,1003.0,6
79,1004.0,6
79,1005.0,5
79,1006.0,8
79,1007.0,5
79,1008.0,12
79,1009.0,7
79,1010.0,9
79,1011.0,9
79,1012.0,11
79,1013.0,9
79,1014.0,12
79,1015.0,8
79,1016.0,11
79,1017.0,10
79,1018.0,47
79,1019.0,46
79,1020.0,36
79,1021.0,38
79,1022.0,33
79,1023.0,40
79,1024.0,39
79,1025.0,36
79,1026.0,38
79,1027.0,49
79,1028.0,32
79,1029.0,30
79,1030.0,28
79,1031.0,36
79,1032.0,29
79,1033.0,31
79,1034.0,34
79,1035.0,30
79,1036.0,26
79,1037.0,29
79,1038.0,27
79,1039.0,26
79,1040.0,25
79,1041.0,27
79,1042.0,26
79,1043.0,21
79,1044.0,25
79,1045.0,23
79,1046.0,27
79,1047.0,31
79,1048.0,18
79,1049.0,18
79,1050.0,17
79,1051.0,14
79,1052.0,11
79,1053.0,19
79,1054.0,13
79,1055.0,23
79,1056.0,16
79,1057.0,18
79,1058.0,19
79,1059.0,14
79,1060.0,12
79,1061.0,18
79,1062.0,21
79,1063.0,19
79,1064.0,19
79,1065.0,15
79,1066.0,24
79,1067.0,32
79,1068.0,26
79,1069.0,34
79,1070.0,46
79,1071.0,35
79,1072.0,29
79,1073.0,42
79,1074.0,28
86,949.0,7
86,950.0,10
86,951.0,10
86,952.0,10
86,953.0,14
86,954.0,13
86,955.0,11
86,956.0,13
86,957.0,11
86,958.0,10
86,959.0,9
86,960.0,8
86,961.0,9
86,962.0,8
86,963.0,7
86,964.0,4
86,965.0,5
86,966.0,4
86,967.0,3
86,968.0,7
86,969.0,8
86,970.0,9
86,971.0,10
86,972.0,15
86,973.0,13
86,974.0,15
86,975.0,17
86,976.0,16
86,977.0,14
86,978.0,15
86,979.0,17
86,980.0,17
86,981.0,8
86,982.0,18
86,983.0,13
86,984.0,10
86,985.0,9
86,986.0,10
86,987.0,15
86,988.0,14
86,989.0,16
86,990.0,11
86,991.0,15
86,992.0,14
86,993.0,11
86,994.0,11
86,995.0,9
86,996.0,9
86,997.0,10
86,998.0,9
86,999.0,6
86,1000.0,24
86,1001.0,25
86,1002.0,25
86,1003.0,22
86,1004.0,22
86,1005.0,25
86,1006.0,23
86,1007.0,22
86,1008.0,22
86,1009.0,28
86,1010.0,28
86,1011.0,27
86,1012.0,29
86,1013.0,26
86,1014.0,25
86,1015.0,22
86,1016.0,23
86,1017.0,19
86,1018.0,28
86,1019.0,28
86,1020.0,18
86,1021.0,19
86,1022.0,15
86,1023.0,20
86,1024.0,19
86,1025.0,17
86,1026.0,29
86,1027.0,32
86,1028.0,18
86,1029.0,23
86,1030.0,18
86,1031.0,25
86,1032.0,20
86,1033.0,27
86,1034.0,33
86,1035.0,29
86,1036.0,25
86,1037.0,24
86,1038.0,19
86,1039.0,17
86,1040.0,22
86,1041.0,21
86,1042.0,20
86,1043.0,14
86,1044.0,19
86,1045.0,17
86,1046.0,19
86,1047.0,30
86,1048.0,27
86,1049.0,25
86,1050.0,25
86,1051.0,30
86,1052.0,26
86,1053.0,25
86,1054.0,23
86,1055.0,17
86,1056.0,18
86,1057.0,20
86,1058.0,18
86,1059.0,20
86,1060.0,18
86,1061.0,17
86,1062.0,17
86,1063.0,18
86,1064.0,17
86,1065.0,20
86,1066.0,14
86,1067.0,25
86,1068.0,11
86,1069.0,19
86,1070.0,30
86,1071.0,20
86,1072.0,13
86,1073.0,23
86,1074.0,25
110,949.0,33
110,950.0,36
110,951.0,35
110,952.0,34
110,953.0,37
110,954.0,37
110,955.0,34
110,956.0,32
110,957.0,31
110,958.0,32
110,959.0,32
110,960.0,32
110,961.0,35
110,962.0,35
110,963.0,33
110,964.0,31
110,965.0,32
110,966.0,31
110,967.0,31
110,968.0,30
110,969.0,29
110,970.0,28
110,971.0,29
110,972.0,40
110,973.0,38
110,974.0,38
110,975.0,35
110,976.0,34
110,977.0,37
110,978.0,36
110,979.0,38
110,980.0,38
110,981.0,26
110,982.0,32
110,983.0,30
110,984.0,28
110,985.0,27
110,986.0,27
110,987.0,31
110,988.0,33
110,989.0,34
110,990.0,27
110,991.0,27
110,992.0,38
110,993.0,37
110,994.0,36
110,995.0,34
110,996.0,34
110,997.0,36
110,998.0,28
110,999.0,31
110,1000.0,20
110,1001.0,19
110,1002.0,19
110,1003.0,17
110,1004.0,17
110,1005.0,17
110,1006.0,17
110,1007.0,15
110,1008.0,21
110,1009.0,19
110,1010.0,14
110,1011.0,24
110,1012.0,26
110,1013.0,23
110,1014.0,23
110,1015.0,13
110,1016.0,18
110,1017.0,18
110,1018.0,53
110,1019.0,52
110,1020.0,42
110,1021.0,44
110,1022.0,39
110,1023.0,45
110,1024.0,44
110,1025.0,42
110,1026.0,49
110,1027.0,57
110,1028.0,42
110,1029.0,41
110,1030.0,39
110,1031.0,47
110,1032.0,40
110,1033.0,42
110,1034.0,45
110,1035.0,41
110,1036.0,37
110,1037.0,40
110,1038.0,38
110,1039.0,37
110,1040.0,36
110,1041.0,38
110,1042.0,37
110,1043.0,32
110,1044.0,36
110,1045.0,34
110,1046.0,38
110,1047.0,42
110,1048.0,30
110,1049.0,31
110,1050.0,30
110,1051.0,27
110,1052.0,24
110,1053.0,30
110,1054.0,24
110,1055.0,34
110,1056.0,27
110,1057.0,29
110,1058.0,27
110,1059.0,24
110,1060.0,21
110,1061.0,26
110,1062.0,31
110,1063.0,28
110,1064.0,28
110,1065.0,21
110,1066.0,30
110,1067.0,37
110,1068.0,31
110,1069.0,40
110,1070.0,52
110,1071.0,41
110,1072.0,34
110,1073.0,47
110,1074.0,39
123,949.0,9
123,950.0,9
123,951.0,9
123,952.0,5
123,953.0,8
123,954.0,8
123,955.0,3
123,956.0,4
123,957.0,4
123,958.0,5
123,959.0,5
123,960.0,6
123,961.0,8
123,962.0,10
123,963.0,12
123,964.0,12
123,965.0,9
123,966.0,9
123,967.0,10
123,968.0,8
123,969.0,7
123,970.0,6
123,971.0,7
123,972.0,14
123,973.0,14
123,974.0,8
123,975.0,7
123,976.0,6
123,977.0,5
123,978.0,5
123,979.0,8
123,980.0,7
123,981.0,8
123,982.0,15
123,983.0,10
123,984.0,11
123,985.0,12
123,986.0,13
123,987.0,11
123,988.0,7
123,989.0,7
123,990.0,11
123,991.0,15
123,992.0,11
123,993.0,12
123,994.0,11
123,995.0,9
123,996.0,10
123,997.0,17
123,998.0,14
123,999.0,14
123,1000.0,24
123,1001.0,24
123,1002.0,27
123,1003.0,25
123,1004.0,25
123,1005.0,28
123,1006.0,26
123,1007.0,24
123,1008.0,23
123,1009.0,26
123,1010.0,30
123,1011.0,24
123,1012.0,26
123,1013.0,24
123,1014.0,22
123,1015.0,25
123,1016.0,26
123,1017.0,22
123,1018.0,29
123,1019.0,34
123,1020.0,23
123,1021.0,19
123,1022.0,16
123,1023.0,21
123,1024.0,20
123,1025.0,18
123,1026.0,22
123,1027.0,33
123,1028.0,12
123,1029.0,14
123,1030.0,9
123,1031.0,20
123,1032.0,13
123,1033.0,18
123,1034.0,25
123,1035.0,22
123,1036.0,17
123,1037.0,15
123,1038.0,10
123,1039.0,8
123,1040.0,14
123,1041.0,12
123,1042.0,12
123,1043.0,10
123,1044.0,11
123,1045.0,11
123,1046.0,10
123,1047.0,22
123,1048.0,25
123,1049.0,22
123,1050.0,22
123,1051.0,27
123,1052.0,23
123,1053.0,22
123,1054.0,20
123,1055.0,14
123,1056.0,15
123,1057.0,17
123,1058.0,17
123,1059.0,20
123,1060.0,21
123,1061.0,17
123,1062.0,14
123,1063.0,18
123,1064.0,18
123,1065.0,23
123,1066.0,16
123,1067.0,27
123,1068.0,19
123,1069.0,27
123,1070.0,39
123,1071.0,28
123,1072.0,21
123,1073.0,30
123,1074.0,17
128,949.0,27
128,950.0,28
128,951.0,29
128,952.0,25
128,953.0,27
128,954.0,28
128,955.0,23
128,956.0,21
128,957.0,22
128,958.0,24
128,959.0,25
128,960.0,26
128,961.0,28
128,962.0,29
128,963.0,27
128,964.0,25
128,965.0,26
128,966.0,25
128,967.0,25
128,968.0,23
128,969.0,23
128,970.0,21
128,971.0,20
128,972.0,27
128,973.0,31
128,974.0,27
128,975.0,23
128,976.0,23
128,977.0,22
128,978.0,23
128,979.0,22
128,980.0,24
128,981.0,20
128,982.0,20
128,983.0,21
128,984.0,21
128,985.0,23
128,986.0,24
128,987.0,22
128,988.0,19
128,989.0,19
128,990.0,20
128,991.0,21
128,992.0,25
128,993.0,30
128,994.0,30
128,995.0,28
128,996.0,28
128,997.0,30
128,998.0,24
128,999.0,25
128,1000.0,23
128,1001.0,23
128,1002.0,25
128,1003.0,24
128,1004.0,25
128,1005.0,26
128,1006.0,27
128,1007.0,28
128,1008.0,25
128,1009.0,23
128,1010.0,29
128,1011.0,21
128,1012.0,23
128,1013.0,23
128,1014.0,21
128,1015.0,28
128,1016.0,30
128,1017.0,26
128,1018.0,44
128,1019.0,46
128,1020.0,36
128,1021.0,38
128,1022.0,33
128,1023.0,36
128,1024.0,35
128,1025.0,31
128,1026.0,33
128,1027.0,45
128,1028.0,27
128,1029.0,25
128,1030.0,23
128,1031.0,32
128,1032.0,24
128,1033.0,25
128,1034.0,24
128,1035.0,19
128,1036.0,21
128,1037.0,24
128,1038.0,22
128,1039.0,21
128,1040.0,20
128,1041.0,22
128,1042.0,21
128,1043.0,17
128,1044.0,21
128,1045.0,18
128,1046.0,22
128,1047.0,17
128,1048.0,17
128,1049.0,16
128,1050.0,19
128,1051.0,22
128,1052.0,21
128,1053.0,22
128,1054.0,19
128,1055.0,18
128,1056.0,17
128,1057.0,19
128,1058.0,19
128,1059.0,22
128,1060.0,25
128,1061.0,22
128,1062.0,19
128,1063.0,21
128,1064.0,21
128,1065.0,30
128,1066.0,25
128,1067.0,36
128,1068.0,27
128,1069.0,36
128,1070.0,48
128,1071.0,37
128,1072.0,30
128,1073.0,41
128,1074.0,23
136,949.0,21
136,950.0,22
136,951.0,23
136,952.0,19
136,953.0,21
136,954.0,22
136,955.0,17
136,956.0,15
136,957.0,16
136,958.0,18
136,959.0,19
136,960.0,20
136,961.0,22
136,962.0,23
136,963.0,21
136,964.0,20
136,965.0,21
136,966.0,20
136,967.0,19
136,968.0,18
136,969.0,17
136,970.0,15
136,971.0,14
136,972.0,22
136,973.0,26
136,974.0,21
136,975.0,17
136,976.0,17
136,977.0,16
136,978.0,17
136,979.0,16
136,980.0,18
136,981.0,15
136,982.0,12
136,983.0,15
136,984.0,15
136,985.0,17
136,986.0,17
136,987.0,15
136,988.0,13
136,989.0,13
136,990.0,15
136,991.0,14
136,992.0,20
136,993.0,25
136,994.0,25
136,995.0,23
136,996.0,23
136,997.0,24
136,998.0,18
136,999.0,20
136,1000.0,11
136,1001.0,10
136,1002.0,14
136,1003.0,12
136,1004.0,12
136,1005.0,15
136,1006.0,15
136,1007.0,15
136,1008.0,12
136,1009.0,12
136,1010.0,18
136,1011.0,11
136,1012.0,13
136,1013.0,10
136,1014.0,8
136,1015.0,16
136,1016.0,18
136,1017.0,13
136,1018.0,39
136,1019.0,40
136,1020.0,30
136,1021.0,33
136,1022.0,27
136,1023.0,31
136,1024.0,30
136,1025.0,26
136,1026.0,28
136,1027.0,39
136,1028.0,22
136,1029.0,20
136,1030.0,18
136,1031.0,26
136,1032.0,19
136,1033.0,18
136,1034.0,21
136,1035.0,18
136,1036.0,14
136,1037.0,17
136,1038.0,16
136,1039.0,15
136,1040.0,13
136,1041.0,15
136,1042.0,14
136,1043.0,12
136,1044.0,15
136,1045.0,13
136,1046.0,17
136,1047.0,18
136,1048.0,14
136,1049.0,7
136,1050.0,6
136,1051.0,14
136,1052.0,10
136,1053.0,9
136,1054.0,7
136,1055.0,12
136,1056.0,6
136,1057.0,8
136,1058.0,10
136,1059.0,12
136,1060.0,13
136,1061.0,15
136,1062.0,11
136,1063.0,13
136,1064.0,14
136,1065.0,18
136,1066.0,19
136,1067.0,29
136,1068.0,21
136,1069.0,29
136,1070.0,41
136,1071.0,30
136,1072.0,24
136,1073.0,36
136,1074.0,16
142,949.0,9
142,950.0,9
142,951.0,9
142,952.0,5
142,953.0,5
142,954.0,6
142,955.0,5
142,956.0,7
142,957.0,6
142,958.0,6
142,959.0,7
142,960.0,6
142,961.0,8
142,962.0,11
142,963.0,12
142,964.0,12
142,965.0,10
142,966.0,10
142,967.0,11
142,968.0,9
142,969.0,8
142,970.0,8
142,971.0,9
142,972.0,13
142,973.0,14
142,974.0,7
142,975.0,9
142,976.0,7
142,977.0,5
142,978.0,6
142,979.0,8
142,980.0,9
142,981.0,10
142,982.0,17
142,983.0,12
142,984.0,12
142,985.0,14
142,986.0,14
142,987.0,13
142,988.0,9
142,989.0,9
142,990.0,12
142,991.0,16
142,992.0,9
142,993.0,12
142,994.0,11
142,995.0,9
142,996.0,10
142,997.0,17
142,998.0,15
142,999.0,15
142,1000.0,26
142,1001.0,25
142,1002.0,29
142,1003.0,26
142,1004.0,26
142,1005.0,29
142,1006.0,27
142,1007.0,26
142,1008.0,25
142,1009.0,27
142,1010.0,32
142,1011.0,26
142,1012.0,28
142,1013.0,25
142,1014.0,23
142,1015.0,26
142,1016.0,27
142,1017.0,23
142,1018.0,29
142,1019.0,34
142,1020.0,23
142,1021.0,19
142,1022.0,16
142,1023.0,21
142,1024.0,20
142,1025.0,18
142,1026.0,21
142,1027.0,32
142,1028.0,10
142,1029.0,14
142,1030.0,9
142,1031.0,18
142,1032.0,12
142,1033.0,18
142,1034.0,25
142,1035.0,22
142,1036.0,17
142,1037.0,15
142,1038.0,10
142,1039.0,8
142,1040.0,14
142,1041.0,12
142,1042.0,12
142,1043.0,11
142,1044.0,12
142,1045.0,13
142,1046.0,12
142,1047.0,22
142,1048.0,26
142,1049.0,24
142,1050.0,23
142,1051.0,29
142,1052.0,25
142,1053.0,24
142,1054.0,22
142,1055.0,16
142,1056.0,16
142,1057.0,18
142,1058.0,19
142,1059.0,22
142,1060.0,22
142,1061.0,19
142,1062.0,15
142,1063.0,20
142,1064.0,20
142,1065.0,24
142,1066.0,17
142,1067.0,28
142,1068.0,19
142,1069.0,27
142,1070.0,39
142,1071.0,28
142,1072.0,21
142,1073.0,30
142,1074.0,17
150,949.0,5
150,950.0,4
150,951.0,5
150,952.0,3
150,953.0,7
150,954.0,4
150,955.0,6
150,956.0,8
150,957.0,7
150,958.0,4
150,959.0,5
150,960.0,2
150,961.0,3
150,962.0,7
150,963.0,8
150,964.0,8
150,965.0,6
150,966.0,6
150,967.0,7
150,968.0,7
150,969.0,6
150,970.0,7
150,971.0,10
150,972.0,9
150,973.0,10
150,974.0,8
150,975.0,10
150,976.0,10
150,977.0,7
150,978.0,8
150,979.0,10
150,980.0,10
150,981.0,7
150,982.0,18
150,983.0,13
150,984.0,10
150,985.0,11
150,986.0,12
150,987.0,14
150,988.0,9
150,989.0,10
150,990.0,11
150,991.0,16
150,992.0,4
150,993.0,7
150,994.0,7
150,995.0,5
150,996.0,6
150,997.0,13
150,998.0,12
150,999.0,11
150,1000.0,25
150,1001.0,26
150,1002.0,27
150,1003.0,24
150,1004.0,24
150,1005.0,27
150,1006.0,25
150,1007.0,23
150,1008.0,24
150,1009.0,28
150,1010.0,29
150,1011.0,27
150,1012.0,29
150,1013.0,26
150,1014.0,24
150,1015.0,24
150,1016.0,25
150,1017.0,21
150,1018.0,25
150,1019.0,30
150,1020.0,19
150,1021.0,15
150,1022.0,12
150,1023.0,17
150,1024.0,16
150,1025.0,14
150,1026.0,21
150,1027.0,29
150,1028.0,9
150,1029.0,15
150,1030.0,11
150,1031.0,16
150,1032.0,12
150,1033.0,20
150,1034.0,27
150,1035.0,23
150,1036.0,19
150,1037.0,17
150,1038.0,12
150,1039.0,10
150,1040.0,16
150,1041.0,13
150,1042.0,14
150,1043.0,12
150,1044.0,14
150,1045.0,15
150,1046.0,13
150,1047.0,24
150,1048.0,27
150,1049.0,25
150,1050.0,24
150,1051.0,30
150,1052.0,26
150,1053.0,25
150,1054.0,23
150,1055.0,17
150,1056.0,17
150,1057.0,19
150,1058.0,19
150,1059.0,22
150,1060.0,20
150,1061.0,19
150,1062.0,16
150,1063.0,19
150,1064.0,19
150,1065.0,22
150,1066.0,15
150,1067.0,25
150,1068.0,15
150,1069.0,23
150,1070.0,35
150,1071.0,24
150,1072.0,17
150,1073.0,26
150,1074.0,18
152,949.0,10
152,950.0,10
152,951.0,9
152,952.0,12
152,953.0,15
152,954.0,14
152,955.0,16
152,956.0,17
152,957.0,17
152,958.0,14
152,959.0,15
152,960.0,12
152,961.0,12
152,962.0,13
152,963.0,14
152,964.0,13
152,965.0,12
152,966.0,13
152,967.0,14
152,968.0,17
152,969.0,16
152,970.0,17
152,971.0,19
152,972.0,10
152,973.0,7
152,974.0,14
152,975.0,19
152,976.0,19
152,977.0,15
152,978.0,17
152,979.0,18
152,980.0,19
152,981.0,16
152,982.0,25
152,983.0,21
152,984.0,18
152,985.0,18
152,986.0,18
152,987.0,23
152,988.0,19
152,989.0,19
152,990.0,19
152,991.0,24
152,992.0,11
152,993.0,9
152,994.0,12
152,995.0,12
152,996.0,13
152,997.0,18
152,998.0,17
152,999.0,16
152,1000.0,32
152,1001.0,31
152,1002.0,34
152,1003.0,30
152,1004.0,30
152,1005.0,34
152,1006.0,31
152,1007.0,30
152,1008.0,30
152,1009.0,33
152,1010.0,36
152,1011.0,32
152,1012.0,34
152,1013.0,31
152,1014.0,29
152,1015.0,30
152,1016.0,31
152,1017.0,28
152,1018.0,17
152,1019.0,24
152,1020.0,20
152,1021.0,17
152,1022.0,14
152,1023.0,8
152,1024.0,7
152,1025.0,9
152,1026.0,21
152,1027.0,22
152,1028.0,13
152,1029.0,15
152,1030.0,15
152,1031.0,17
152,1032.0,12
152,1033.0,20
152,1034.0,29
152,1035.0,28
152,1036.0,23
152,1037.0,18
152,1038.0,18
152,1039.0,18
152,1040.0,20
152,1041.0,21
152,1042.0,20
152,1043.0,21
152,1044.0,21
152,1045.0,21
152,1046.0,22
152,1047.0,28
152,1048.0,32
152,1049.0,30
152,1050.0,29
152,1051.0,35
152,1052.0,31
152,1053.0,29
152,1054.0,28
152,1055.0,24
152,1056.0,22
152,1057.0,24
152,1058.0,24
152,1059.0,28
152,1060.0,27
152,1061.0,26
152,1062.0,24
152,1063.0,26
152,1064.0,26
152,1065.0,28
152,1066.0,23
152,1067.0,33
152,1068.0,21
152,1069.0,28
152,1070.0,39
152,1071.0,29
152,1072.0,20
152,1073.0,26
152,1074.0,22
